place_id,nama,latitude,longitude,jarak_meter,alamat,google_maps_url,types,photo_name,photo_attribution,foto_tempat_path,foto_jalan_path,foto_path,street_view_status,street_view_pano_id,street_view_date,street_view_heading,street_view_copyright,query_source
ChIJcTP6OzT61y0RjQczJBqgc9I,Tambal Ban Cak Slamet,-7.2822904999999984,112.7677599,1527.93,"Jl. Manyar Sabrangan No.124, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116",https://maps.google.com/?cid=15164640404423509901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"tire_shop, auto_parts_store, car_repair, point_of_interest, service, store, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJE9SYF4f51y0RBL9hiXQh-XE,Tambal Ban Ganesa Tubeless,-7.2637767,112.7703399,1623.53,"Jl. Kaliwaron No.78, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285",https://maps.google.com/?cid=8212632179891617540&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJa-cuNmX51y0Rv3N21UHUB50,Tambal Ban 24 Jam Surabaya Pak Marsudi,-7.2574719,112.7520883,1778.9,"PQV2+2R8, depan tugu pahlawan, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272",https://maps.google.com/?cid=11315245968010933183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJS6sMXJv51y0Rhm3yP3GkwwU,Bengkel/servis mobil panggilan terdekat area surabaya buka 24jam,-7.273986799999999,112.7411975,1900.21,"Jl. Keputran Ps. Kecil III, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271",https://maps.google.com/?cid=415356396959329670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJ41UEXAD51y0RC6shSoIhVl8,( STBN ) Sobat Tambal Ban Nusantara,-7.256056699999999,112.7647642,1932.41,"Jl. Gersikan No.25, Pacar Keling, Kec. Tambaksari, Surabaya, Jawa Timur 60133",https://maps.google.com/?cid=6869715125073455883&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJrVe-bQD71y0RltfLcDLstE4,Dokter spesialis ban tubles / tiptop kombes,-7.269333800000001,112.7399786,2049.82,"Gedung ymca/imca, Jl. Kombes Pol. Moh. Duryat No.9, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271",https://maps.google.com/?cid=5671417532151224214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJ3_Wp3p771y0RoPKJIH83l08,Dokter Mobil Ngagel - Tune Up & Service AC,-7.292614200000001,112.7556307,2287.01,"Jl. Ngagel Jaya No.85, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283",https://maps.google.com/?cid=5735113669625901728&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJEfA-EVn71y0RehP9kvrvtRc,Tambal Ban Tubeless Tiptop YANTO,-7.293694100000001,112.7544139,2426.4,"Jl. Ngagel Jaya Selatan No.56, Ngagelrejo, Kec. Wonokromo, Surabaya, Jawa Timur 60283",https://maps.google.com/?cid=1708535493143892858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJK_q5HLH71y0R1ukx4I7YXWw,Tambal Ban Tip Top Surabaya,-7.293531199999999,112.75347149999999,2429.39,"Jl. Ngagel Jaya Selatan, Ngagelrejo, Kec. Wonokromo, Surabaya, Jawa Timur 60245",https://maps.google.com/?cid=7808635437088631254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJG44OZMT51y0RBEZ9Nznay9U,Bengkel Mobil HAS - Heri Auto Servis Surabaya,-7.2590297999999995,112.780857,2885.18,"Jl. Kalijudan Asri Indah No.kavling 33, Kalijudan, Kec. Mulyorejo, Surabaya, Jawa Timur 60114",https://maps.google.com/?cid=15405646889629861380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJ-5mZoiT71y0RaxrHt4EfNko,Jaya Motor - Service motor panggilan online Surabaya dan sekitarnya,-7.2979057,112.7524467,2928.77,"Jl. Bratang Gede No.83a, Ngagelrejo, Kec. Wonokromo, Surabaya, Jawa Timur 60245",https://maps.google.com/?cid=5347496249543563883&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,service motor dekat Kampus B Universitas Airlangga Surabaya
ChIJM4Y4HKL71y0Rew52PPQW-Sg,Tambal Ban Dan bengkel mobil panggilan 24 jam,-7.2893661000000005,112.7820859,3240.07,"Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117",https://maps.google.com/?cid=2952416268960271995&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,tambal ban dekat Kampus B Universitas Airlangga Surabaya
ChIJSy5xXwL51y0RwtmWZGE8AtM,Bengkel Dunia Mobil Surabaya,-7.2462846999999995,112.77281819999999,3297.1,"Jl. Kenjeran No.323, Gading, Kec. Tambaksari, Surabaya, Jawa Timur 60134",https://maps.google.com/?cid=15204781680953317826&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
ChIJVUjiXVr71y0R91O0G1qwQlU,"Bengkel Mobil Harris Surabaya | Spesialis Service AC Mobil, Spooring Balancing & Tune Up, Ganti Oli dan Matic",-7.327111800000001,112.7446762,6286.58,"Jl. Raya Kendangsari No.21, Kendangsari, Kec. Tenggilis Mejoyo, Surabaya, Jawa Timur 60292",https://maps.google.com/?cid=6143666742745125879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"car_repair, point_of_interest, service, establishment",,,,,,REQUEST_DENIED,,,,,bengkel mobil dekat Kampus B Universitas Airlangga Surabaya
